model,q01,q02,q03,q04,q05
deepseek_8b_ol_q4km,250,200,250,250,200
gemma_2b_hf_4bit,94,1,1,1,1
gemma_2b_hf_8bit,88,1,1,1,1
gemma_4b_ol_q4km,53,47,41,65,45
phi3_4b_hf_4bit,104,201,248,251,199
phi3_4b_hf_8bit,83,201,251,251,200
qwen25_3b_hf_4bit,249,199,249,250,199
qwen25_3b_hf_8bit,250,200,249,249,199
qwen25_7b_hf_4bit,250,200,250,250,200
qwen_4b_ol_q4km,250,200,250,250,200
qwen_8b_ol_q4km,250,200,250,250,200
