model,q01,q02,q03,q04,q05
deepseek_8b_ol_q4km,948,534,638,461,628
gemma_2b_hf_4bit,31,61,69,76,100
gemma_2b_hf_8bit,32,20,26,64,189
gemma_4b_ol_q4km,800,303,294,51,599
phi3_4b_hf_4bit,437,244,292,283,353
phi3_4b_hf_8bit,420,234,314,227,294
qwen25_3b_hf_4bit,1049,579,622,489,583
qwen25_3b_hf_8bit,1010,548,685,430,627
qwen25_7b_hf_4bit,966,555,665,505,635
qwen_4b_ol_q4km,1008,499,622,453,605
qwen_8b_ol_q4km,962,42,643,506,620
