model,pca_综合得分
gemma_4b_ol_q4km,1.9530451070864092
qwen25_7b_hf_4bit,1.22170124403906
qwen25_3b_hf_4bit,0.4972024713355042
qwen25_3b_hf_8bit,0.23132475166607375
qwen_8b_ol_q4km,0.00039301954127041183
gemma_2b_hf_4bit,-0.38473337927528917
gemma_2b_hf_8bit,-0.4441775848924386
deepseek_8b_ol_q4km,-0.4931740210374824
phi3_4b_hf_4bit,-0.6120624322717808
phi3_4b_hf_8bit,-0.7100553045618687
qwen_4b_ol_q4km,-1.2594638716294586
