model,quality
deepseek_8b_ol_q4km,0.6107612944651966
gemma_2b_hf_4bit,-1.073633111360153
gemma_2b_hf_8bit,-1.3249409234931193
gemma_4b_ol_q4km,1.1703934587149594
phi3_4b_hf_4bit,-0.5536573681047825
phi3_4b_hf_8bit,-0.5727838714414251
qwen25_3b_hf_4bit,0.9337535384171515
qwen25_3b_hf_8bit,0.4688305022066131
qwen25_7b_hf_4bit,0.8206559004434433
qwen_4b_ol_q4km,-0.46743428655499847
qwen_8b_ol_q4km,-0.011945133292885034
