model,quality
deepseek_8b_ol_q4km,8.104925679442703
gemma_2b_hf_4bit,-0.7795020988698733
gemma_2b_hf_8bit,-0.8474128716000733
gemma_4b_ol_q4km,-1.1159228723414938
phi3_4b_hf_4bit,0.7475320135423124
phi3_4b_hf_8bit,-0.24906135971900073
qwen25_3b_hf_4bit,-1.0566064885494022
qwen25_3b_hf_8bit,-0.708287796623878
qwen25_7b_hf_4bit,-1.1167140868985144
qwen_4b_ol_q4km,-1.5883470369825368
qwen_8b_ol_q4km,-1.3906030814002424
