model,q01,q02,q03,q04,q05
deepseek_8b_ol_q4km,661,720,900,720,1216
gemma_2b_hf_4bit,542,344,440,508,361
gemma_2b_hf_8bit,504,477,524,619,336
gemma_4b_ol_q4km,134,546,828,720,1246
phi3_4b_hf_4bit,915,721,903,723,1342
phi3_4b_hf_8bit,1204,717,720,714,1352
qwen25_3b_hf_4bit,1197,718,900,719,1347
qwen25_3b_hf_8bit,1198,719,899,719,1347
qwen25_7b_hf_4bit,1199,720,899,720,1345
qwen_4b_ol_q4km,921,720,900,720,1350
qwen_8b_ol_q4km,686,672,900,720,1350
