model,q01,q02,q03,q04,q05
deepseek_8b_ol_q4km,300,200,200,300,200
gemma_2b_hf_4bit,99,74,201,109,55
gemma_2b_hf_8bit,97,109,201,59,92
gemma_4b_ol_q4km,300,200,200,300,200
phi3_4b_hf_4bit,161,165,201,240,200
phi3_4b_hf_8bit,174,161,201,301,195
qwen25_3b_hf_4bit,300,200,200,300,200
qwen25_3b_hf_8bit,300,200,200,300,200
qwen25_7b_hf_4bit,300,200,200,300,200
qwen_4b_ol_q4km,300,200,200,300,200
qwen_8b_ol_q4km,300,200,200,300,200
