任务类型 \ 模型,deepseek-r1:8b,gemma3:4b,google--gemma-2b-it:4bit,google--gemma-2b-it:8bit,microsoft--phi-3-mini-4k-instruct:4bit,microsoft--phi-3-mini-4k-instruct:8bit,qwen--qwen2.5-3b-instruct:4bit,qwen--qwen2.5-3b-instruct:8bit,qwen--qwen2.5-7b-instruct:4bit,qwen--qwen2.5-7b-instruct:8bit,qwen3:4b,qwen3:8b
code,41.08482400461627,40.19933554817276,22.47433819556996,11.690092560850188,16.93600517129929,12.376079309242085,17.347807577692635,7.261225944404847,17.634268319199826,3.2977730904960856,59.345454545454544,41.12903225806452
creative,40.869565217391305,40.64171122994652,23.41137123745819,12.282734646581691,19.247699079631854,12.572909915748543,17.647058823529413,7.332722273143905,19.055180627233028,3.423250718882651,65.75342465753425,41.509433962264154
math,40.84084084084084,49.54954954954955,25.0,12.271062271062272,19.08177905308465,12.77258566978193,17.726480836236934,7.429718875502008,19.46437111429938,,64.65927099841522,40.92276830491474
multi_turn,125.82089552238806,132.887189292543,84.26103646833013,39.90267639902677,64.18118466898954,43.404059040590404,57.142857142857146,23.580575018120317,63.48278102664067,,211.46788990825686,129.2537313432836
qa,38.216560509554135,48.484848484848484,22.36024844720497,12.541993281075028,20.146137787056368,12.947831552482715,15.748031496062993,7.5685903500473035,19.261637239165328,,57.55395683453237,36.92307692307692
reasoning,41.25379170879676,49.52919020715631,20.96069868995633,9.414225941422593,19.815891472868216,13.6015962753575,16.804293971924032,7.485745815707192,19.309039280643635,,64.55696202531645,41.08761329305136
summary,38.205980066445186,23.148148148148145,15.625,7.258064516129032,18.820224719101123,12.72609819121447,16.218130311614733,7.309288222151293,19.039735099337747,,55.421686746987945,37.58169934640523
translation,37.48211731044349,48.93617021276596,21.958925750394943,11.412609736632083,20.613409415121257,13.59131665880132,16.802800466744458,7.643312101910828,18.741808650065533,,60.504201680672274,40.0
