任务类型 \ 模型,deepseek-r1:8b,gemma3:4b,google--gemma-2b-it:4bit,google--gemma-2b-it:8bit,microsoft--phi-3-mini-4k-instruct:4bit,microsoft--phi-3-mini-4k-instruct:8bit,qwen--qwen2.5-3b-instruct:4bit,qwen--qwen2.5-3b-instruct:8bit,qwen--qwen2.5-7b-instruct:4bit,qwen--qwen2.5-7b-instruct:8bit,qwen3:4b,qwen3:8b
code,0.506689439225733,0.7182927191238015,0.6961527519788476,0.45139256592184684,0.4336743139007515,0.37831021437578816,0.5712963871637062,0.39625815611112736,0.29301038362321247,0.1028118341100074,0.8371119637251483,0.5003648493693318
creative,0.5184014118166109,0.7759060745278203,0.7862518252274514,0.4695043628471453,0.5719857776509342,0.46150918260538587,0.6434833900849933,0.4044932458054893,0.31707864871649205,0.10788510667679348,0.9235564620091201,0.516086655641179
math,0.5165668561589203,0.792964244521338,0.7371465895306523,0.46219646799117,0.6023550724637681,0.5020408163265306,0.6399773570664822,0.40499930344100143,0.32007675550697173,,0.9528480347509284,0.5156332937340444
multi_turn,0.48026799295834827,0.7348198898298813,0.7179537500408857,0.46915675747837776,0.5886488559376198,0.4733567077311575,0.630959692277855,0.4050935533677552,0.32010432058922783,,0.8655895303097157,0.492568808904916
qa,0.5278321493764982,0.7650133877342853,0.7894736842105262,0.4807279594815006,0.6142193367704156,0.4825146979598529,0.6609567348737297,0.41483017889551466,0.32774796181736243,,0.971266693646297,0.5200546057336021
reasoning,0.5149564558879213,0.7715777738661034,0.8257354206089799,0.4733852303808121,0.559255055857137,0.45348708282514694,0.6327736318407959,0.40823695798268755,0.32179701549042494,,0.9523587217852058,0.5156854318865493
summary,0.5239299300667442,0.6965728615213151,0.6367398917542184,0.3867640739149119,0.5239833159541188,0.4354553492484527,0.6260593799551644,0.40095950133944985,0.3285573475422482,,0.9844204759458998,0.5298196309691092
translation,0.5309339980140636,0.793028868758424,0.8148669246101535,0.4770483053109154,0.6168228288476726,0.4855760314275598,0.6591897459372854,0.41467488337268904,0.3226861933183649,,0.9678720258099207,0.5411296080568185
