任务类型 \ 模型,deepseek-r1:8b,gemma3:4b,google--gemma-2b-it:4bit,google--gemma-2b-it:8bit,microsoft--phi-3-mini-4k-instruct:4bit,microsoft--phi-3-mini-4k-instruct:8bit,qwen--qwen2.5-3b-instruct:4bit,qwen--qwen2.5-3b-instruct:8bit,qwen--qwen2.5-7b-instruct:4bit,qwen--qwen2.5-7b-instruct:8bit,qwen3:4b,qwen3:8b
code,0.12678288431061807,0.06461949265687583,0.15500987442709693,0.06488440681191134,0.03288813014661579,0.08471051767538579,0.23487708579497968,0.17228622767149349,0.12386596206127624,0.10008247879556338,0.24503032850879827,0.14458599854705248
creative,0.07433311074403402,0.03771150697166675,0.02309773642183066,0.01837534237076587,0.059315345533468164,0.07295152859775128,0.13141323988391831,0.09810734578751583,0.0703131866522134,0.061195016277874326,0.14123462602247985,0.07732049344533089
math,0.07169718483112501,0.06822805537637076,0.026067445390351746,0.011614603196616162,0.01640112464854733,0.023126386643101567,0.11142747631823907,0.08318685361566447,0.059619722848855944,,0.12004943211910787,0.07169718483112501
multi_turn,0.14809479472269557,0.17240096246868256,0.14485580413119514,0.0852893249661963,0.2231915667030171,0.17692625878990711,0.26720692109730054,0.19948493643461554,0.14311663199835936,,0.2712004000352973,0.15217009312950272
qa,0.04215999718933352,0.05951495313197441,0.03563650762225302,0.019415456089865824,0.0536617916921537,0.038702889565250066,0.06570661994195916,0.049053672893757914,0.0351565933261067,,0.07057578074457449,0.04215999718933352
reasoning,0.07167199522186699,0.06521846947378862,0.015838447832112454,0.007800852893249661,0.11371851192793193,0.07689993607340277,0.11142747631823907,0.08318685361566447,0.05976620865438139,,0.11997882726577663,0.07167199522186699
summary,0.040403330639777954,0.012398948569161336,0.006599353263380189,0.0031203411572998645,0.05588611466384919,0.03667094804638782,0.06269506652795269,0.04680537955279401,0.03369173527085225,,0.06763512321355056,0.040403330639777954
translation,0.046024663598355754,0.06273867975995635,0.045865505180492316,0.024789376971882257,0.08035366735249959,0.05336693473668606,0.07884794393035098,0.0588644074725095,0.04189494038027715,,0.08469093689348939,0.05059199662720022
