任务类型 \ 模型,deepseek-r1:8b,gemma3:4b,google--gemma-2b-it:4bit,google--gemma-2b-it:8bit,microsoft--phi-3-mini-4k-instruct:4bit,microsoft--phi-3-mini-4k-instruct:8bit,qwen--qwen2.5-3b-instruct:4bit,qwen--qwen2.5-3b-instruct:8bit,qwen--qwen2.5-7b-instruct:4bit,qwen--qwen2.5-7b-instruct:8bit,qwen3:4b,qwen3:8b
code,81.08482400461628,55.965116279069775,32.283630470016206,25.897840246828935,39.05235940530058,32.714102974096576,30.36568752660707,18.32448325017819,60.18308327897369,32.07581227436823,70.8930909090909,82.19808467741936
creative,78.8376811594203,52.37967914438502,29.77591973244147,26.161066048667436,33.65066026410564,27.24303305249514,27.424264705882354,18.128169874732663,60.09606986899563,31.73052170340956,71.19589041095891,80.43113207547171
math,79.06206206206207,62.48648648648649,33.914556962025316,26.54945054945055,31.67862266857963,25.441329179646935,27.698606271777003,18.34501642935378,60.81157340985174,,67.85895404120444,79.36409227683049
multi_turn,261.98059701492537,180.84321223709367,117.36276391554703,85.05190592051906,109.03135888501741,91.69418819188192,90.56498829039813,58.21019569944431,198.3190383365822,,244.30504587155963,262.40746268656716
qa,72.40286624203821,63.37777777777778,28.32298136645963,26.08958566629339,32.799582463465555,26.8340666247643,23.826115485564305,18.245033112582778,58.769662921348306,,59.256594724220626,70.99846153846154
reasoning,80.11122345803841,64.19209039548024,25.384279475982535,19.88702928870293,35.43265503875969,29.993348852677087,26.55656482246078,18.336766599227516,60.003786086133466,,67.7863924050633,79.67573011077542
summary,72.921926910299,33.23148148148148,24.5390625,18.766129032258064,35.917602996254686,29.224806201550386,25.90509915014164,18.229492499202042,57.949503311258276,,56.298795180722884,70.93300653594771
translation,70.59656652360515,61.70793036750483,26.9478672985782,23.92338387869114,33.418687589158345,27.99008966493629,25.490081680280046,18.432059447983015,58.080602883355176,,62.51260504201681,73.91944444444445
