model,pca_综合得分
deepseek_8b_ol_q4km,1.465950879117491
gemma_4b_ol_q4km,0.6589291067275603
qwen_4b_ol_q4km,0.38228273293937154
qwen25_7b_hf_4bit,0.11919133955238057
qwen25_3b_hf_4bit,0.08047234658290744
qwen25_3b_hf_8bit,0.05362000008379304
phi3_4b_hf_8bit,-0.2240473008256535
qwen_8b_ol_q4km,-0.31306251937656365
phi3_4b_hf_4bit,-0.3231053369164884
gemma_2b_hf_4bit,-0.4736886425686563
gemma_2b_hf_8bit,-1.4265426053161423
