任务,模型1,模型2,模型1均值,模型2均值,U统计量,p值,p值(校正),是否显著
qa,microsoft--phi-3-mini-4k-instruct:4bit,microsoft--phi-3-mini-4k-instruct:8bit,314.21940738337037,426.93364223206044,4.0,0.09523809523809523,1.0,否
qa,microsoft--phi-3-mini-4k-instruct:4bit,qwen--qwen2.5-3b-instruct:4bit,314.21940738337037,363.10897102313044,8.0,0.42063492063492064,1.0,否
qa,microsoft--phi-3-mini-4k-instruct:4bit,qwen--qwen2.5-3b-instruct:8bit,314.21940738337037,578.5527097767591,0.0,0.007936507936507936,0.4365079365079365,否
qa,microsoft--phi-3-mini-4k-instruct:4bit,qwen--qwen2.5-7b-instruct:4bit,314.21940738337037,732.2673434552909,0.0,0.007936507936507936,0.4365079365079365,否
qa,microsoft--phi-3-mini-4k-instruct:4bit,qwen3:4b,314.21940738337037,247.09771262762547,20.0,0.15079365079365079,1.0,否
qa,microsoft--phi-3-mini-4k-instruct:4bit,qwen3:8b,314.21940738337037,461.49431701507575,2.0,0.031746031746031744,1.0,否
qa,microsoft--phi-3-mini-4k-instruct:8bit,qwen--qwen2.5-3b-instruct:4bit,426.93364223206044,363.10897102313044,17.0,0.42063492063492064,1.0,否
qa,microsoft--phi-3-mini-4k-instruct:8bit,qwen--qwen2.5-3b-instruct:8bit,426.93364223206044,578.5527097767591,3.0,0.05555555555555555,1.0,否
qa,microsoft--phi-3-mini-4k-instruct:8bit,qwen--qwen2.5-7b-instruct:4bit,426.93364223206044,732.2673434552909,2.0,0.031746031746031744,1.0,否
qa,microsoft--phi-3-mini-4k-instruct:8bit,qwen3:4b,426.93364223206044,247.09771262762547,25.0,0.007936507936507936,0.4365079365079365,否
qa,microsoft--phi-3-mini-4k-instruct:8bit,qwen3:8b,426.93364223206044,461.49431701507575,9.0,0.5476190476190477,1.0,否
qa,qwen--qwen2.5-3b-instruct:4bit,qwen--qwen2.5-3b-instruct:8bit,363.10897102313044,578.5527097767591,0.0,0.007936507936507936,0.4365079365079365,否
qa,qwen--qwen2.5-3b-instruct:4bit,qwen--qwen2.5-7b-instruct:4bit,363.10897102313044,732.2673434552909,0.0,0.007936507936507936,0.4365079365079365,否
qa,qwen--qwen2.5-3b-instruct:4bit,qwen3:4b,363.10897102313044,247.09771262762547,20.0,0.15079365079365079,1.0,否
qa,qwen--qwen2.5-3b-instruct:4bit,qwen3:8b,363.10897102313044,461.49431701507575,6.0,0.2222222222222222,1.0,否
qa,qwen--qwen2.5-3b-instruct:8bit,qwen--qwen2.5-7b-instruct:4bit,578.5527097767591,732.2673434552909,6.0,0.2222222222222222,1.0,否
qa,qwen--qwen2.5-3b-instruct:8bit,qwen3:4b,578.5527097767591,247.09771262762547,25.0,0.007936507936507936,0.4365079365079365,否
qa,qwen--qwen2.5-3b-instruct:8bit,qwen3:8b,578.5527097767591,461.49431701507575,19.0,0.2222222222222222,1.0,否
qa,qwen--qwen2.5-7b-instruct:4bit,qwen3:4b,732.2673434552909,247.09771262762547,25.0,0.007936507936507936,0.4365079365079365,否
qa,qwen--qwen2.5-7b-instruct:4bit,qwen3:8b,732.2673434552909,461.49431701507575,24.0,0.015873015873015872,0.873015873015873,否
qa,qwen3:4b,qwen3:8b,247.09771262762547,461.49431701507575,0.0,0.007936507936507936,0.4365079365079365,否
