model,experiment_id,task_type,throughput_tps,latency_s,latency_per_token_ms,ttft_s,token_count,cpu_percent_avg,cpu_percent_peak,mem_used_avg_mb,mem_used_peak_mb,gpu_util_avg,gpu_util_peak,gpu_mem_avg_mb,gpu_mem_peak_mb,gpu_power_avg_w,gpu_power_peak_w,gpu_energy_j,gpu_temp_avg_c,cpu_energy_j,response_length,avg_response_length,temperature,max_tokens,norm_throughput,norm_latency,norm_energy,norm_gpu_util,efficiency_score,norm_quality,qe_ratio
phi3_4b_hf_8bit,exp_20260303_210106_2199671396000,multi_turn,13.52626952167595,53.00796341896057,73.9302139734457,,717,12.535271317829459,24.1,9521.463253997093,9576.828125,38.786821705426355,65,5318.6171875,5318.6171875,27.836961240310075,31.337,1477.9647331571584,41.98062015503876,299.87753867626185,176,163.0,0.7,240,0.10286322531781383,0.7479696997020822,0.7084024767335516,0.3408403528806722,0.47805694305781565,0.18714121699196326,0.37060586545711804
phi3_4b_hf_8bit,exp_20260303_210201_2199671396000,multi_turn,13.192703837506858,54.57562065124512,75.79947312672932,,720,12.492075471698111,28.9,9523.223938679244,9606.0,38.660377358490564,72,5318.6171875,5318.6171875,27.683909433962267,32.464,1511.9566015493876,41.89811320754717,307.9639693540335,202,165.0,0.7,300,0.09750381250698724,0.7385762005340212,0.6995800274665895,0.33920905242750965,0.47044839340297806,0.21699196326061998,0.42070482319989605
phi3_4b_hf_8bit,exp_20260303_210258_2199671396000,multi_turn,13.639372149287913,52.348450660705566,73.31715778810303,,714,12.962992125984254,29.7,9498.591458538385,9565.14453125,38.87007874015748,71,5318.6171875,5318.6171875,28.097610236220472,31.703,1473.347758965969,42.07086614173228,306.438962135911,173,171.66666666666666,0.7,240,0.10468044963113508,0.7519215409709581,0.7096007933455905,0.34191447949666737,0.4803288801474186,0.18369690011481057,0.3656927720898215
phi3_4b_hf_8bit,exp_20260303_210353_2199671396000,multi_turn,13.408975654482008,100.82798528671265,74.57691219431409,,1352,13.681557377049181,57.0,9583.883044633709,9734.43359375,38.317622950819676,66,5318.6171875,5318.6171875,29.09267418032787,35.324,2936.012430482748,42.52459016393443,622.3296957635882,436,475.3333333333333,0.2,450,0.10097866019524583,0.4614291687871895,0.3299722095286207,0.334787064144863,0.2778118775728414,0.4856486796785304,0.676941710055997
phi3_4b_hf_8bit,exp_20260303_210536_2199671396000,qa,11.19237276545192,15.546301364898682,89.34655956838323,,174,10.476315789473682,19.9,9569.582905016447,9608.25,39.31578947368421,75,5318.6171875,5318.6171875,22.725986842105264,29.909,353.44495045459274,41.6578947368421,74.17262804925441,601,601.0,0.0,300,0.06955833845924007,0.6566792138689141,0.6812525873574614,0.13191540590399492,0.4292028757516087,0.34060402684563756,0.603660059955279
phi3_4b_hf_8bit,exp_20260303_210553_2199671396000,qa,13.424501859478633,11.992996215820312,74.490659725592,,161,13.135593220338983,35.7,9580.726893538136,9642.82421875,40.32203389830509,76,5318.6171875,5318.6171875,26.545593220338983,29.993,320.37620432925223,41.59322033898305,71.82270369350908,677,677.0,0.0,200,0.10993645711555947,0.7534010055582814,0.7187534717770323,0.1502487368194361,0.48562092604681784,0.40436241610738255,0.7901963230218028
phi3_4b_hf_8bit,exp_20260303_210608_2199671396000,qa,13.275100507436287,15.141128301620483,75.32899652547505,,201,11.883783783783784,23.0,9588.22682643581,9607.41796875,38.91891891891892,70,5318.6171875,5318.6171875,25.840675675675676,29.908,393.6278711174727,41.32432432432432,82.02505923449993,914,914.0,0.0,200,0.10723386005864023,0.6677081187843001,0.6356840297318453,0.124684598922035,0.4339111885782997,0.6031879194630873,1.064398244343319
phi3_4b_hf_8bit,exp_20260303_210625_2199671396000,qa,13.477738028046891,22.33312439918518,74.19642657536605,,301,15.454128440366974,41.2,9614.42986668578,9758.71484375,39.10091743119266,74,5330.586367545871,5411.234375,28.4687247706422,32.613,638.2508762489557,41.87155963302752,156.10675481379036,1253,1253.0,0.0,300,0.11089947324980068,0.4719403141081889,0.35827468959438746,0.12800053178088258,0.2934242904106932,0.8875838926174496,1.252601617115775
phi3_4b_hf_8bit,exp_20260303_210650_2199671396000,qa,13.408064724670167,14.543485879898071,74.58197887127216,,195,16.65492957746479,29.4,9924.832086267606,10249.2734375,37.028169014084504,41,5326.443992077465,5411.234375,29.424478873239437,34.791,428.968309010029,42.929577464788736,110.59630772531028,869,869.0,0.0,200,0.10963911742250934,0.683976084352514,0.595606983214191,0.09023596712292847,0.42773056723901526,0.5654362416107382,0.9882645545759716
phi3_4b_hf_8bit,exp_20260303_210707_2199671396000,reasoning,13.711777375161335,43.83093333244324,72.93000554483068,,601,12.225352112676056,24.9,9999.571981367371,10064.671875,39.225352112676056,69,5318.6171875,5318.6171875,31.68030046948357,38.717,1389.8534933888907,42.98122065727699,241.84988463699815,420,420.0,0.1,600,0.10716687422130011,0.4406287662326514,0.2541373070641857,0.1619971747241389,0.25129657167757113,0.38872691933916426,0.5255372579781146
phi3_4b_hf_8bit,exp_20260303_210753_2199671396000,reasoning,13.680231634864148,23.46451497077942,73.09817747906361,,321,12.676315789473685,23.6,9977.638843201754,10041.24609375,39.35964912280702,61,5318.6171875,5318.6171875,28.691429824561403,33.082,674.0822180681228,42.675438596491226,135.01000627040867,234,234.0,0.1,320,0.1066494021760537,0.7095279129489884,0.6441971715906532,0.16417206762799666,0.44877728623231394,0.20796890184645286,0.3883821814394338
phi3_4b_hf_8bit,exp_20260303_210818_2199671396000,reasoning,13.792891705010076,29.072946310043335,72.50111299262677,,401,12.864084507042252,25.0,9897.615096830987,10009.9765625,38.70422535211268,55,5318.6171875,5318.6171875,29.431922535211264,37.138,858.6287826905253,42.401408450704224,169.31055931985367,314,314.0,0.1,400,0.10849746268649976,0.6354794290788953,0.5436284417779346,0.15355770989573814,0.39713134633164887,0.2857142857142857,0.48250841994328697
phi3_4b_hf_8bit,exp_20260303_210850_2199671396000,reasoning,13.732605613631087,23.375025033950806,72.81939262913023,,321,12.964912280701755,24.6,9760.757538377193,9891.55078125,38.31578947368421,72,5318.6171875,5318.6171875,28.63278947368421,31.106,670.8860708472725,42.41228070175438,137.2660281461477,227,227.0,0.1,320,0.1075085378201976,0.7107094544073632,0.6459389133941542,0.14726712729249195,0.4499979254685343,0.20116618075801748,0.37708106873477726
phi3_4b_hf_8bit,exp_20260303_210915_2199671396000,reasoning,13.11104523906271,30.584899425506592,76.2715696396673,,401,12.093288590604026,27.7,9697.242213716443,9760.9140625,38.46979865771812,79,5318.6171875,5318.6171875,29.888677852348998,35.223,916.0500192403795,42.4496644295302,167.27559377074238,294,294.0,0.1,400,0.09731254573879734,0.6155170137241927,0.5123367142082008,0.14976125192830947,0.377281136675237,0.2662779397473275,0.4366519725610252
phi3_4b_hf_8bit,exp_20260303_210948_2199671396000,summary,9.828798379541166,8.444572448730469,101.74183673169239,,83,11.916666666666668,24.8,9721.618210565477,9736.5,35.11904761904762,86,5354.807663690476,5356.6171875,23.335833333333333,30.368,197.7521965769529,41.38095238095238,46.07033197760581,52,52.0,0.7,250,0.14645653874202802,0.7758221570636664,0.7675131379539679,0.4040244416350611,0.5215832040021016,0.07428571428571429,0.17256923794667567
phi3_4b_hf_8bit,exp_20260303_210959_2199671396000,summary,13.111229583121878,15.33036994934082,76.2704972604021,,201,11.872000000000002,20.8,9718.350729166666,9757.78125,39.22666666666667,89,5356.6171875,5356.6171875,28.92118666666667,33.771,446.22264479768285,41.653333333333336,82.84179370880125,154,154.0,0.7,200,0.2043512076092954,0.5779453308511084,0.46808786941497715,0.4512802359882006,0.3955504431235438,0.22,0.3743187661639811
phi3_4b_hf_8bit,exp_20260303_211016_2199671396000,summary,13.0077374497987,19.296207427978516,76.8773204301933,,251,12.648936170212766,28.4,9716.762258976063,9759.36328125,36.670212765957444,45,5356.6171875,5356.6171875,30.21544680851064,34.494,584.9941416393518,42.09574468085106,111.06888717770575,174,174.0,0.7,250,0.20252584024665995,0.4639792530688209,0.3008579513103429,0.42186970438712107,0.3104614974124131,0.24857142857142858,0.36963144646788576
phi3_4b_hf_8bit,exp_20260303_211038_2199671396000,summary,13.0462104280999,19.23930335044861,76.65061095796258,,251,12.96808510638298,29.0,9682.08282081117,9699.796875,37.6063829787234,54,5395.766123670212,5396.6171875,30.016372340425523,34.786,579.446900264621,42.41489361702128,113.55311252832409,192,192.0,0.7,250,0.2032044166435257,0.46561450276345295,0.3075427874756635,0.43263980418000375,0.3132289537291452,0.2742857142857143,0.4080044884287634
phi3_4b_hf_8bit,exp_20260303_211059_2199671396000,summary,13.248598357087559,15.09593653678894,75.4796826839447,,200,12.356756756756758,26.9,9692.175886824325,9771.6484375,38.0,51,5396.6171875,5396.6171875,29.855675675675677,33.112,453.60539268839364,42.62162162162162,84.81516978442667,154,154.0,0.7,200,0.20677408235919725,0.5846822323690275,0.4591911121323245,0.4371681415929204,0.3958716362940845,0.22,0.3745145373388729
phi3_4b_hf_8bit,exp_20260303_211117_2199671396000,translation,13.644552213813677,21.91350769996643,73.28932341125896,,299,13.262616822429905,33.3,9704.506242698599,9758.83984375,37.57943925233645,41,5396.6171875,5396.6171875,28.17598130841121,31.315,619.0144939293859,41.97196261682243,131.4913530242443,882,882.0,0.2,300,0.1145791504276328,0.47218970520658193,0.37870916585593006,0.16937790999322716,0.30110132148980673,0.5763842561707805,0.8271763990350687
phi3_4b_hf_8bit,exp_20260303_211141_2199671396000,translation,13.403769714360932,22.381763219833374,74.60587739944458,,300,12.569724770642202,31.8,9684.33389478211,9755.41015625,39.403669724770644,71,5396.6171875,5396.6171875,27.06575229357798,32.392,608.4792521311045,41.85321100917431,127.72905990600584,790,790.0,0.2,300,0.11009231522970961,0.45998011583681975,0.3899201220458694,0.1987979403560654,0.29900699745669057,0.5150100066711141,0.7384179658492963
phi3_4b_hf_8bit,exp_20260303_211206_2199671396000,translation,13.853928318523872,21.72668957710266,72.18169294718493,,301,12.12924528301887,22.1,9698.22272995283,9733.8359375,38.9811320754717,77,5396.6171875,5396.6171875,29.132792452830188,31.905,634.0461516872646,42.113207547169814,119.50990288853649,1208,1208.0,0.2,300,0.11848074659161034,0.477060918615117,0.3627134004228832,0.1919835215314365,0.2993245943480442,0.7938625750500333,1.1311247985465178
phi3_4b_hf_8bit,exp_20260303_211230_2199671396000,translation,13.60541487367421,17.71353554725647,73.5001474989895,,241,11.902298850574713,21.9,9693.65862966954,9710.328125,39.05747126436781,69,5396.6171875,5396.6171875,27.916816091954033,41.494,496.3485557789802,41.85057471264368,95.87851071238521,642,642.0,0.2,240,0.11384984993573673,0.5817024245944841,0.5092427107838071,0.19321467148158575,0.37282348058778203,0.4162775183455637,0.6690100864652009
phi3_4b_hf_8bit,exp_20260303_211250_2199671396000,translation,13.554752250855532,22.206233978271484,73.77486371518765,,301,12.889814814814816,25.1,9704.017975983796,9758.72265625,39.7037037037037,75,5396.6171875,5396.6171875,27.311546296296292,30.216,607.6804863172769,41.657407407407405,129.98004570364944,982,982.0,0.2,300,0.11290578282206112,0.4645569758436499,0.39077011948459023,0.20363669779569707,0.3017604417272965,0.6430953969312875,0.9221391114104035
qwen_4b_ol_q4km,exp_20260303_194909_2034608821920,code,45.492536801877606,26.377953052520752,21.981627543767292,,1200,8.675806451612905,22.7,9936.390026461693,10118.84765625,54.25,91,3064.659211189516,3396.6171875,65.83327419354839,590.006,1708.8193085207934,45.806451612903224,103.52164773344998,4542,4542.0,0.1,1200,0.6435690635084584,0.9391988654663116,0.8715278135504831,0.4779668147294695,0.8006456291084219,0.8181147389780483,3.9555646029808376
qwen_4b_ol_q4km,exp_20260303_194938_2034608821920,code,67.6145481344061,9.465418577194214,14.78971652686596,,640,9.262222222222222,21.7,10134.623524305556,10162.9296875,80.24444444444444,92,3396.6171875,3396.6171875,72.41151111111112,88.165,691.8272253096103,53.044444444444444,40.192106083631515,2677,2677.0,0.1,640,0.9802465166122275,0.9866689903923488,0.9600267985130304,0.8415020541818897,0.9761073433165048,0.47408227264342373,14.282806956208866
qwen_4b_ol_q4km,exp_20260303_194949_2034608821920,code,67.56017441008115,9.473036527633667,14.801619574427605,,640,10.44,20.8,10139.078298611112,10163.0,83.35555555555555,95,3396.6171875,3396.6171875,74.22984444444442,88.825,709.1796879827975,54.13333333333333,45.39443010091781,2539,2539.0,0.1,640,0.979418996603024,0.986647608318623,0.9585167815143448,0.8850112942103906,0.9753169155910999,0.4486257148127652,13.223325509511955
qwen_4b_ol_q4km,exp_20260303_195001_2034608821920,code,68.91248709447817,11.60892653465271,14.511158168315887,,800,9.49090909090909,23.7,10156.27734375,10180.546875,85.67272727272727,100,3396.6171875,3396.6171875,75.43736363636363,87.091,882.1731891548635,54.8,50.39043722212316,2762,2762.0,0.1,800,1.0,0.9806525893219501,0.9434628302480733,0.9174172022056442,0.9772346258710071,0.48976203652462647,15.252749276023204
qwen_4b_ol_q4km,exp_20260303_195015_2034608821920,code,67.64311745886421,11.826776027679443,14.783470034599304,,800,9.414285714285715,17.3,10084.368861607143,10175.5078125,85.16071428571429,100,3396.6171875,3396.6171875,74.18932142857143,90.057,881.8842098363635,55.19642857142857,50.79204518795014,2552,2552.0,0.1,800,0.980681316470652,0.9800411290665909,0.943487977323242,0.9102566427932542,0.9693312585052106,0.45102379634753736,11.336072359323076
qwen_4b_ol_q4km,exp_20260303_195029_2034608821920,creative,66.45502523444296,7.523885488510132,15.047770977020264,,500,9.497222222222224,19.0,10082.814127604166,10110.203125,79.66666666666667,95,3398.5060763888887,3398.6171875,69.38266666666667,87.759,533.1942200820445,54.80555555555556,33.027013660669326,663,663.0,0.8,500,0.9992125405029,0.9513228032291818,0.8867882985291103,0.8300296849564301,0.9511183467286477,0.7269736842105263,12.516185318612413
qwen_4b_ol_q4km,exp_20260303_195039_2034608821920,creative,66.50558703163378,7.518165349960327,15.036330699920654,,500,9.499999999999998,16.6,10073.458875868055,10095.4453125,74.69444444444444,92,3398.6171875,3398.6171875,70.98275000000001,86.984,540.2476835833788,54.80555555555556,32.75820523738861,666,666.0,0.8,500,1.0,0.9513620837843337,0.8852632137213418,0.7500398991349867,0.9509875892517028,0.7302631578947368,12.544194492445758
qwen_4b_ol_q4km,exp_20260303_195048_2034608821920,creative,66.44186843423232,7.5253753662109375,15.050750732421875,,500,9.697222222222221,16.1,10065.009657118055,10092.4609375,79.55555555555556,96,3398.6171875,3398.6171875,70.097,87.631,538.9235658656357,54.75,33.71121039748191,705,705.0,0.8,500,0.9990076338766933,0.9513125721442726,0.8855495116251509,0.8282422037090236,0.9506616786815043,0.7730263157894737,13.19596339078445
qwen_4b_ol_q4km,exp_20260303_195058_2034608821920,creative,64.85085076170262,7.709999084472656,15.419998168945312,,500,9.654054054054054,19.5,10072.574007601352,10094.6484375,77.4054054054054,93,3398.6171875,3398.6171875,71.14945945945942,87.458,560.214797962427,54.67567567567568,34.293003028035166,764,764.0,0.8,500,0.974228807848039,0.950044749331175,0.8809459669122103,0.7936520260565074,0.9389887380122311,0.8377192982456141,11.937814855221516
qwen_4b_ol_q4km,exp_20260303_195108_2034608821920,creative,64.37248246671471,6.2138352394104,15.534588098526001,,400,8.286666666666667,12.2,10092.8828125,10118.35546875,77.96666666666667,93,3398.6171875,3398.6171875,68.01016666666668,87.952,426.0944180905819,54.63333333333333,23.94261249303818,558,558.0,0.8,400,0.9667786047712358,0.9603190015928091,0.9099451888853568,0.8026812218711098,0.9477906990519441,0.6118421052631579,9.995966773238452
qwen_4b_ol_q4km,exp_20260303_195116_2034608821920,math,64.2576000667961,6.224944591522217,15.562361478805542,,400,8.753333333333332,15.4,10092.057161458333,10099.18359375,77.36666666666666,91,3398.6171875,3398.6171875,67.15123333333335,87.874,420.56430213356015,54.666666666666664,25.380733106732364,1441,1441.0,0.0,400,0.9422408768200671,0.9312083644989274,0.7774470074966482,0.8633834708070516,0.8894929623266995,0.5200288704438831,4.39832295837205
qwen_4b_ol_q4km,exp_20260303_195125_2034608821920,math,63.96233419216444,6.253680467605591,15.634201169013977,,400,9.423333333333334,24.4,10094.3859375,10134.16015625,74.53333333333333,91,3398.6171875,3398.6171875,65.2525,87.919,412.6068461571932,54.2,27.214849770069115,1206,1206.0,0.0,400,0.9378054869530886,0.9308552074997424,0.7817392430839483,0.8317645156073104,0.8889005299563426,0.4352219415373511,3.6764978523592613
qwen_4b_ol_q4km,exp_20260303_195133_2034608821920,math,62.2515671918762,5.140432834625244,16.063852608203888,4.778409004211426,320,9.06,18.0,10069.40703125,10094.4375,83.0,100,3398.6171875,3398.6171875,64.1878,87.613,331.55840182280537,53.12,21.65237701892853,11,11.0,0.0,320,0.9121068902991226,0.9445367529056523,0.8254566093000523,0.9262493934983018,0.8958407647813604,0.003969686033922772,0.12237017887486552
qwen_4b_ol_q4km,exp_20260303_195141_2034608821920,math,68.10265056633625,8.810229778289795,14.683716297149658,7.81335711479187,600,9.364285714285714,17.0,10075.539527529761,10093.890625,79.47619047619048,96,3398.6171875,3398.6171875,73.86085714285716,87.917,656.35197967577,55.07142857142857,37.9674416989088,136,136.0,0.0,600,1.0,0.8994358319355356,0.6502636132561758,0.8869249786280355,0.8649098335575134,0.049079754601226995,0.4071933753322012
qwen_4b_ol_q4km,exp_20260303_195152_2034608821920,math,62.355130231837066,5.131895303726196,16.037172824144363,,320,9.272,14.8,10077.523125,10093.015625,75.48,95,3398.6171875,3398.6171875,60.72615999999999,87.731,319.8457211319208,53.84,21.55402429819107,910,910.0,0.0,320,0.9136625812796971,0.944641677105075,0.8317744054692557,0.8423289665211063,0.8983898572841782,0.32840129916997474,3.031994144399594
qwen_4b_ol_q4km,exp_20260303_195159_2034608821920,multi_turn,66.17870838557268,13.916862726211548,15.110600137037512,7.103924751281738,921,10.219696969696969,22.6,10076.129675662878,10101.68359375,76.42424242424242,92,3398.6171875,3398.6171875,73.69942424242423,88.205,1032.6570797315835,55.53030303030303,64.18468656420708,53,153.5,0.2,300,0.9488320067629299,0.982205994648268,0.8239802418391401,0.8264131994520735,0.9213886736513943,0.045924225028702644,0.6311182478940811
qwen_4b_ol_q4km,exp_20260303_195215_2034608821920,multi_turn,64.54568596172808,11.154889583587646,15.492902199427286,,720,9.616981132075473,17.8,10062.995430424528,10087.80078125,74.64150943396227,97,3398.6171875,3398.6171875,70.02290566037736,88.347,792.313025238633,55.43396226415094,48.76233962237835,420,421.3333333333333,0.7,240,0.9225941720152667,0.9987559086748408,0.8863605500620565,0.803413569928196,0.9345726064271759,0.4672789896670494,6.327661172677841
qwen_4b_ol_q4km,exp_20260303_195229_2034608821920,multi_turn,67.5425290630473,13.32493782043457,14.805486467149523,,900,9.625396825396825,17.8,10054.879836309523,10084.74609375,79.36507936507937,91,3399.9187748015875,3400.6171875,79.21565079365077,96.48,1062.8716262011526,56.79365079365079,58.5804425382614,462,470.0,0.7,300,0.9707445665897448,0.9857528453216563,0.8161381809004427,0.8643539121096396,0.9288651345025277,0.5154994259471871,6.476863216881266
qwen_4b_ol_q4km,exp_20260303_195244_2034608821920,multi_turn,65.76984405251807,10.947266340255737,15.204536583688524,,720,9.661538461538461,23.3,10061.241361177885,10093.6171875,83.46153846153847,95,3400.6171875,3400.6171875,76.00575,95.49,837.185762029767,56.88461538461539,48.22673750638962,423,413.3333333333333,0.7,240,0.9422627676341466,1.0,0.8747140162722271,0.9172036894413932,0.9393193119353268,0.4707233065442021,6.801338805648549
qwen_4b_ol_q4km,exp_20260303_195257_2034608821920,multi_turn,69.3633644802112,19.46272373199463,14.416832394070095,11.78993844985962,1350,9.991304347826087,20.2,10079.969174592392,10107.98046875,85.07608695652173,100,3400.6171875,3400.6171875,81.5761956521739,94.0,1600.819772497058,58.358695652173914,88.38735826492308,583,464.6666666666667,0.2,450,1.0,0.9489748522332345,0.676515957897338,0.9380335150156165,0.8876472430391718,0.6544202066590127,5.430365634276059
qwen_4b_ol_q4km,exp_20260303_195319_2034608821920,qa,62.627802947255255,4.790204763412476,15.967349211374918,,300,8.843478260869563,14.2,10099.708559782608,10109.38671875,70.08695652173913,91,3400.6171875,3400.6171875,63.305347826086965,94.969,311.8337175974846,56.52173913043478,19.661119288802148,1192,1192.0,0.0,300,1.0,0.9494626623012836,0.7284408910208559,0.6925525377408871,0.9033710659966419,0.8364093959731543,7.937896068120663
qwen_4b_ol_q4km,exp_20260303_195326_2034608821920,qa,54.76455266746649,3.6519973278045654,18.259986639022827,,200,10.65,20.8,10099.130208333334,10142.70703125,69.88888888888889,91,3400.6171875,3400.6171875,60.693166666666656,88.116,223.08966400170326,54.888888888888886,18.473655286431313,930,930.0,0.0,200,0.857757665687302,0.9804449331357238,0.8290791336746761,0.688943832571614,0.8859602863180408,0.6166107382550335,5.051694490860229
qwen_4b_ol_q4km,exp_20260303_195332_2034608821920,qa,51.84372092770297,3.857747793197632,19.28873896598816,,200,7.715789473684212,13.8,10104.313322368422,10115.66015625,65.63157894736842,90,3400.6171875,3400.6171875,50.62963157894737,87.764,202.50666160619258,53.73684210526316,14.166752942204477,972,972.0,0.0,200,0.8049212545321757,0.9748443576661782,0.8524208349570934,0.6113775176110122,0.8701480595998516,0.6518456375838926,4.7324737553887415
qwen_4b_ol_q4km,exp_20260303_195338_2034608821920,qa,61.413305603199234,4.884934902191162,16.283116340637207,,300,8.383333333333333,17.6,10105.618977864584,10119.22265625,70.875,90,3400.6171875,3400.6171875,60.347874999999995,88.02,301.6399747117757,54.625,19.104359044432634,1315,1315.0,0.0,300,0.978030339733795,0.9468840859152861,0.7400008809978225,0.7069103433686353,0.8972776259674505,0.9395973154362416,8.424213237045894
qwen_4b_ol_q4km,exp_20260303_195345_2034608821920,qa,54.81830955671094,3.648416042327881,18.242080211639404,,200,7.594444444444445,11.7,10107.252170138889,10118.97265625,69.88888888888889,94,3400.6171875,3400.6171875,52.156222222222226,87.759,196.4185452209711,53.333333333333336,13.012951574921606,947,947.0,0.0,200,0.8587301014027433,0.9805424165584312,0.8593249294767261,0.688943832571614,0.8954522443716445,0.6308724832214765,5.594806111267299
qwen_4b_ol_q4km,exp_20260303_195351_2034608821920,reasoning,68.13999658674877,8.805401086807251,14.675668478012085,,600,10.092857142857143,24.2,10109.220703125,10151.94921875,78.35714285714286,90,3400.6171875,3400.6171875,72.87585714285714,93.417,652.7939181374311,55.57142857142857,40.910568968653685,1008,1008.0,0.1,600,1.0,0.903073147315651,0.6557982397995488,0.7957227798019537,0.8676614161345599,0.9601554907677357,6.815829302368732
qwen_4b_ol_q4km,exp_20260303_195402_2034608821920,reasoning,59.604904542608324,5.368685722351074,16.777142882347107,,320,9.93846153846154,24.7,10103.091796875,10118.875,69.5,99,3400.6171875,3400.6171875,57.57011538461538,87.383,316.8404408413172,54.11538461538461,24.793549182415006,499,499.0,0.1,320,0.8599915077332443,0.948448323873386,0.8388762318335155,0.6522844625254264,0.8801939698053682,0.4655004859086492,3.6631617590930214
qwen_4b_ol_q4km,exp_20260303_195410_2034608821920,reasoning,66.72929177336309,5.994369029998779,14.985922574996948,,400,9.506896551724138,16.7,10105.223733836207,10118.9375,80.51724137931035,92,3400.6171875,3400.6171875,68.69237931034482,87.962,415.6732325561047,55.44827586206897,26.47407051444054,622,622.0,0.1,400,0.9768589895768987,0.9401873864540793,0.7850172594547116,0.8307048165793492,0.9083049896033967,0.5850340136054422,5.851162326301474
qwen_4b_ol_q4km,exp_20260303_195418_2034608821920,reasoning,61.85357974781267,5.173508167266846,16.167213022708893,,320,8.764,19.2,10103.86921875,10119.296875,81.04,100,3400.6171875,3400.6171875,61.24932,87.86,323.69900326204294,54.32,21.10177353322506,453,453.0,0.1,320,0.8968784708087555,0.9510252658318759,0.8351386552906798,0.8391707088092631,0.8946005646602688,0.4207968901846453,3.7330935711808033
qwen_4b_ol_q4km,exp_20260303_195425_2034608821920,reasoning,64.10493740363559,6.239768981933594,15.599422454833984,,400,9.493333333333334,21.6,10097.6078125,10142.33203125,79.33333333333333,91,3400.6171875,3400.6171875,68.90163333333332,88.242,433.0464893939495,54.766666666666666,27.51185165941715,605,605.0,0.1,400,0.9338094364403896,0.9369473549223833,0.7755496956641468,0.8115318416523235,0.8872728897521149,0.5685131195335277,4.713816844257498
qwen_4b_ol_q4km,exp_20260303_195434_2034608821920,summary,58.05922386783722,4.30594801902771,17.22379207611084,,250,8.876190476190478,13.4,10078.539620535714,10114.09765625,77.80952380952381,100,3400.6171875,3400.6171875,61.53566666666664,87.158,267.0874733991623,53.76190476190476,17.56213250041008,406,406.0,0.7,250,0.9971322543293915,0.8947536050132685,0.6839590009111899,0.8951538137378846,0.8724666835090941,0.58,4.289869647977349
qwen_4b_ol_q4km,exp_20260303_195440_2034608821920,summary,51.94646731105424,3.8501174449920654,19.250587224960327,,200,7.884210526315789,17.0,10067.188322368422,10076.90625,81.89473684210526,100,3400.6171875,3400.6171875,59.6458947368421,86.869,230.1287260808945,52.89473684210526,14.360283860564232,319,319.0,0.7,200,0.8893170421369432,0.9078527859393452,0.7284970251304975,0.9421518397764322,0.84663176017573,0.45571428571428574,2.850702720524135
qwen_4b_ol_q4km,exp_20260303_195446_2034608821920,summary,58.221815312909996,4.2939231395721436,17.175692558288574,,250,8.514285714285714,15.1,10069.205171130952,10081.23828125,72.47619047619048,91,3400.6171875,3400.6171875,55.47990476190476,87.164,239.2667728517056,53.285714285714285,17.213833583593363,417,417.0,0.7,250,1.0,0.8950991633864337,0.7174850028644078,0.8337968815844923,0.8837752498752525,0.5957142857142858,4.798696651137437
qwen_4b_ol_q4km,exp_20260303_195453_2034608821920,summary,55.64995578311857,4.492366552352905,17.96946620941162,,250,11.995454545454544,22.5,10073.702947443182,10104.0078125,65.45454545454545,92,3400.6171875,3400.6171875,52.82068181818182,87.964,244.56340711724755,52.59090909090909,24.93933088481426,407,407.0,0.7,250,0.9546382097245563,0.889396504732826,0.7111021668021336,0.753016894609815,0.8620048853503104,0.5814285714285714,3.996270909539863
qwen_4b_ol_q4km,exp_20260303_195500_2034608821920,summary,52.18435543306268,3.832566261291504,19.16283130645752,,200,8.36315789473684,12.7,10079.94962993421,10090.265625,69.21052631578948,100,3400.6171875,3400.6171875,47.14521052631579,86.967,187.14578960978986,51.68421052631579,15.13950618803501,309,309.0,0.7,200,0.8935128510349668,0.9083571534474854,0.7802946428657929,0.796227293898463,0.8640006793079701,0.44142857142857145,3.0919909030317485
qwen_4b_ol_q4km,exp_20260303_195506_2034608821920,translation,60.707988528556015,4.9416890144348145,16.472296714782715,,300,9.291666666666666,16.4,10101.564778645834,10126.3828125,79.45833333333333,100,3400.6171875,3400.6171875,62.79095833333333,93.68,311.442675915122,53.083333333333336,21.452227068543433,1236,1236.0,0.2,300,0.9915776161472931,0.914723595821006,0.7060081726599714,0.8447741135118371,0.8828505770032105,0.8125416944629753,6.4690949834962606
qwen_4b_ol_q4km,exp_20260303_195513_2034608821920,translation,60.846897245927245,4.930407524108887,16.43469174702962,,300,7.620833333333334,12.7,10094.065104166666,10122.30859375,70.58333333333333,91,3400.6171875,3400.6171875,59.93625,87.409,304.4462649439574,53.208333333333336,17.569713243842127,1214,1214.0,0.2,300,0.9941660954753845,0.9150177565057486,0.7134533227938139,0.7016437506461284,0.8862077619800226,0.7978652434956638,6.52597655892845
qwen_4b_ol_q4km,exp_20260303_195520_2034608821920,translation,61.1599691665665,4.905169248580933,16.350564161936443,,300,8.620833333333334,15.5,10093.138671875,10115.7578125,74.16666666666667,100,3400.6171875,3400.6171875,61.894499999999994,94.852,308.71568752837175,52.25,19.71400760114193,1241,1241.0,0.2,300,1.0,0.9156758351989475,0.7089100659358635,0.7594334746200766,0.8873757703404433,0.8158772515010007,6.735024992971577
