model,q01,q02,q03,q04,q05
deepseek_8b_ol_q4km,1358,1156,68,1973,871
gemma_2b_hf_4bit,459,161,0,223,283
gemma_2b_hf_8bit,480,166,0,130,198
gemma_4b_ol_q4km,1101,762,594,932,681
phi3_4b_hf_4bit,590,423,524,391,48
phi3_4b_hf_8bit,493,423,586,148,122
qwen25_3b_hf_4bit,1285,1127,1113,1898,1034
qwen25_3b_hf_8bit,1256,1181,1155,1992,1012
qwen25_7b_hf_4bit,1352,1618,1226,2771,1145
qwen_4b_ol_q4km,1441,1206,11,136,910
qwen_8b_ol_q4km,1449,1497,990,1869,1327
