model,pca_综合得分
gemma_2b_hf_8bit,3.1173052962762204
qwen25_3b_hf_4bit,2.102350735322368
qwen_4b_ol_q4km,1.90438815564804
qwen25_3b_hf_8bit,0.27175612379684194
gemma_4b_ol_q4km,0.048516386876398886
qwen_8b_ol_q4km,-0.4060140762010124
qwen25_7b_hf_4bit,-0.47694386359661184
deepseek_8b_ol_q4km,-0.7061264546699653
phi3_4b_hf_4bit,-1.809199375328011
phi3_4b_hf_8bit,-1.8818396245122953
gemma_2b_hf_4bit,-2.1641933036119725
