model,pca_综合得分
qwen_8b_ol_q4km,2.720743405505114
gemma_4b_ol_q4km,1.7618027814711328
phi3_4b_hf_8bit,1.3381673072825813
deepseek_8b_ol_q4km,1.2792077132857222
phi3_4b_hf_4bit,0.5208453762097872
gemma_2b_hf_8bit,-0.04168310625859065
gemma_2b_hf_4bit,-0.14484351228952363
qwen_4b_ol_q4km,-1.1062428263490722
qwen25_3b_hf_8bit,-1.5151966136989707
qwen25_7b_hf_4bit,-2.197995061451376
qwen25_3b_hf_4bit,-2.6148054637068046
