model,quality
deepseek_8b_ol_q4km,0.23543304637713405
gemma_2b_hf_4bit,0.4288688877899364
gemma_2b_hf_8bit,-0.7466891557615908
gemma_4b_ol_q4km,4.963448207243253
phi3_4b_hf_4bit,-2.1119915473937363
phi3_4b_hf_8bit,-2.1522214538818263
qwen25_3b_hf_4bit,1.1987265637316584
qwen25_3b_hf_8bit,0.05033299682730618
qwen25_7b_hf_4bit,1.8621289334348203
qwen25_7b_hf_8bit,1.1233583298866452
qwen_4b_ol_q4km,-3.466840913473828
qwen_8b_ol_q4km,-1.3845538947797793
