model,q01,q02,q03,q04,q05
deepseek_8b_ol_q4km,21,22,77,406,18
gemma_2b_hf_4bit,1241,1269,234,135,310
gemma_2b_hf_8bit,853,600,244,296,1318
gemma_4b_ol_q4km,842,775,623,566,800
phi3_4b_hf_4bit,1140,1077,387,785,1051
phi3_4b_hf_8bit,882,790,1208,642,982
qwen25_3b_hf_4bit,673,1478,1512,397,1067
qwen25_3b_hf_8bit,623,968,1517,807,1214
qwen25_7b_hf_4bit,931,654,1165,857,1007
qwen_4b_ol_q4km,1236,1214,1241,951,1303
qwen_8b_ol_q4km,1161,1095,1337,766,1207
