model,quality
deepseek_8b_ol_q4km,-1.0726231851952643
gemma_2b_hf_4bit,-2.414936750461686
gemma_2b_hf_8bit,0.7228398744602895
gemma_4b_ol_q4km,-1.2845444384245983
phi3_4b_hf_4bit,-2.302233152391276
phi3_4b_hf_8bit,-2.5515883754874995
qwen25_3b_hf_4bit,5.2776036607536385
qwen25_3b_hf_8bit,3.6461097388656563
qwen25_7b_hf_4bit,0.42004725608606075
qwen_4b_ol_q4km,0.8081991514166633
qwen_8b_ol_q4km,-1.2488737796219842
