model,pca_综合得分
gemma_2b_hf_4bit,2.1054067885611296
gemma_2b_hf_8bit,1.741278065406405
qwen25_3b_hf_4bit,0.31468829780441454
qwen25_3b_hf_8bit,-0.026472885295552973
qwen_8b_ol_q4km,-0.27976379224734343
deepseek_8b_ol_q4km,-0.35054253951920794
qwen_4b_ol_q4km,-0.3505425395192131
phi3_4b_hf_8bit,-0.6438925154020667
phi3_4b_hf_4bit,-0.7265327068333496
gemma_4b_ol_q4km,-0.7678527961123751
qwen25_7b_hf_4bit,-1.0157733768428405
