model,quality
deepseek_8b_ol_q4km,0.41205801559277894
gemma_2b_hf_4bit,-0.9141443854600096
gemma_2b_hf_8bit,-0.5433066348226926
gemma_4b_ol_q4km,-0.14125536484556053
phi3_4b_hf_4bit,-0.6148910367539034
phi3_4b_hf_8bit,-0.8235671034167125
qwen25_3b_hf_4bit,1.364158333982508
qwen25_3b_hf_8bit,0.9657875002250604
qwen25_7b_hf_4bit,0.9105920165255426
qwen_4b_ol_q4km,0.08792526241817963
qwen_8b_ol_q4km,-0.7033566034451914
