model,quality,energy,speed,energy_cost,time_cost,total_cost,cost_per_token,cbr,qpc,quality_norm,cost_norm,scenario_score,rank
qwen25_3b_hf_4bit,1.0215198483291554,1.75040490797546,17.347807577692635,3.889788684389911e-05,0.004803680981595092,0.004842578868438991,4.842578868438991e-06,0.00474056267860065,210.94542310643732,1.0,0.6622560309321928,0.9324512061864386,1
deepseek_8b_ol_q4km,0.7255444011239909,1.9735955056179777,41.08482400461627,4.385767790262173e-05,0.002028323970037453,0.0020721816479400746,2.0721816479400747e-06,0.0028560369906099684,350.13552110416765,0.8607714845625084,0.9365036660957584,0.8759179208691585,2
qwen25_7b_hf_4bit,0.6893365043401447,3.4128483353884094,17.634268319199826,7.584107411974244e-05,0.004725647348951911,0.004801488423071654,4.801488423071654e-06,0.006965376696056151,143.56725323501996,0.843739086220242,0.6663236633231104,0.8082560016408158,3
gemma_4b_ol_q4km,0.3643231048096987,1.3921900826446283,40.19933554817276,3.093755739210285e-05,0.0020730027548209367,0.0021039403122130396,2.10394031221304e-06,0.005774929683122942,173.16228159841842,0.6908509546498246,0.9333598069739081,0.7393527251146413,4
qwen25_3b_hf_8bit,0.6065902888028696,2.52360736196319,7.261225944404847,5.6080163599182e-05,0.01147648261758691,0.011532562781186093,1.1532562781186093e-05,0.019012112448991016,52.59804783308393,0.8048148009252538,0.0,0.6438518407402031,5
