task_type,deepseek-r1:8b,gemma3:4b,google--gemma-2b-it:4bit,google--gemma-2b-it:8bit,microsoft--phi-3-mini-4k-instruct:4bit,microsoft--phi-3-mini-4k-instruct:8bit,qwen--qwen2.5-3b-instruct:4bit,qwen--qwen2.5-3b-instruct:8bit,qwen--qwen2.5-7b-instruct:4bit,qwen--qwen2.5-7b-instruct:8bit,qwen3:4b,qwen3:8b
code,16.940851879119872,5.623904180526734,18.11827096939087,28.797447395324706,15.10814290046692,30.908479690551758,46.562322759628294,111.84653759002686,45.593624114990234,246.09761004447938,13.393558740615845,19.428324890136718
creative,10.008616638183593,3.3435218334198,2.6116865158081053,8.2564932346344,24.53710298538208,30.442847108840944,26.790949630737305,65.0135199546814,24.795800018310548,145.70848989486694,6.8486165523529055,10.175536155700684
math,9.573955583572388,5.124362850189209,2.7847490310668945,5.065549087524414,6.606347846984863,9.256484270095825,22.604351329803468,54.43974342346191,20.47981195449829,,5.9139899730682375,9.552711629867554
multi_turn,6.563383650779724,5.120678246021271,5.088395210107167,12.208142181237537,14.216247459252676,21.569380235671996,16.951767373085023,41.266263504823044,15.258139940102893,,4.232059192657471,6.5698087612787885
qa,5.90616192817688,4.57387523651123,4.414937973022461,8.513189554214478,9.206155586242676,15.521524429321289,14.859860754013061,31.317947244644166,12.080878639221192,,3.7118035316467286,6.132764911651611
reasoning,9.520076513290405,4.910099649429322,1.9167746543884276,4.400505018234253,20.309015941619872,29.669785928726196,23.818476486206055,53.95069241523743,20.679992151260375,,5.920175266265869,9.524379682540893
summary,5.614416933059692,1.7773463249206543,0.8795483589172364,2.137489366531372,10.235368680953979,15.067129421234132,13.709573698043823,30.92540054321289,11.66549367904663,,3.7235153675079347,5.728935384750367
translation,6.60323429107666,4.7907250881195065,5.948531770706177,12.102866888046265,13.658767366409302,20.7791006565094,16.73311667442322,37.26041369438171,14.892557764053345,,4.33638105392456,6.86360878944397
