task_type,deepseek-r1:8b,gemma3:4b,google--gemma-2b-it:4bit,google--gemma-2b-it:8bit,microsoft--phi-3-mini-4k-instruct:4bit,microsoft--phi-3-mini-4k-instruct:8bit,qwen--qwen2.5-3b-instruct:4bit,qwen--qwen2.5-3b-instruct:8bit,qwen--qwen2.5-7b-instruct:4bit,qwen--qwen2.5-7b-instruct:8bit,qwen3:4b,qwen3:8b
code,5615.923345073164,3745.0019492056854,2683.7360366282837,5255.465180998433,7966.356740196078,4568.535997649468,3469.915555534158,4730.522167942098,6547.366365023456,8123.31023268728,3330.225592237903,5643.718855574324
creative,5690.6171875,4030.6171875,3030.6171875,5768.6171875,8109.234375,5318.6171875,3652.6171875,4892.6171875,6826.6171875,8170.6171875,3398.594965277778,5690.602093160377
math,5690.6171875,4030.6171875,3030.6171875,5768.6171875,8109.234375,5318.6171875,3652.6171875,4892.620163316583,6826.6171875,,3398.6171875,5690.6171875
multi_turn,5692.3121875,4031.3340706168833,3030.6171875,5768.6171875,4126.539205848623,5318.6171875,3652.6171875,4892.6171875,6826.6171875,,3399.6775049603175,5691.011818372483
qa,5692.6171875,4032.6171875,3030.6171875,5768.6171875,3596.6171875,5322.576384424667,3652.6171875,4892.6171875,6826.6171875,,3400.6171875,5692.6171875
reasoning,5692.6171875,4032.6171875,3030.6171875,5768.6171875,3596.6171875,5318.6171875,3652.6171875,4892.6171875,6826.6171875,,3400.6171875,5692.6171875
summary,5692.6171875,4032.6171875,3030.6171875,5768.6171875,3596.6171875,5372.085069972138,3652.6171875,4892.6171875,6826.6171875,,3400.6171875,5692.6171875
translation,5692.6171875,4032.6171875,3030.6171875,5768.6171875,3596.6171875,5396.6171875,3652.6171875,4892.6171875,6826.6171875,,3400.6171875,5692.6171875
