task_type,deepseek-r1:8b,gemma3:4b,google--gemma-2b-it:4bit,google--gemma-2b-it:8bit,microsoft--phi-3-mini-4k-instruct:4bit,microsoft--phi-3-mini-4k-instruct:8bit,qwen--qwen2.5-3b-instruct:4bit,qwen--qwen2.5-3b-instruct:8bit,qwen--qwen2.5-7b-instruct:4bit,qwen--qwen2.5-7b-instruct:8bit,qwen3:4b,qwen3:8b
code,5615.9,3745.0,2683.7,5255.5,7966.4,4568.5,3469.9,4730.5,6547.4,8123.3,3330.2,5643.7
creative,5690.6,4030.6,3030.6,5768.6,8109.2,5318.6,3652.6,4892.6,6826.6,8170.6,3398.6,5690.6
math,5690.6,4030.6,3030.6,5768.6,8109.2,5318.6,3652.6,4892.6,6826.6,N/A,3398.6,5690.6
multi_turn,5692.3,4031.3,3030.6,5768.6,4126.5,5318.6,3652.6,4892.6,6826.6,N/A,3399.7,5691.0
qa,5692.6,4032.6,3030.6,5768.6,3596.6,5322.6,3652.6,4892.6,6826.6,N/A,3400.6,5692.6
reasoning,5692.6,4032.6,3030.6,5768.6,3596.6,5318.6,3652.6,4892.6,6826.6,N/A,3400.6,5692.6
summary,5692.6,4032.6,3030.6,5768.6,3596.6,5372.1,3652.6,4892.6,6826.6,N/A,3400.6,5692.6
translation,5692.6,4032.6,3030.6,5768.6,3596.6,5396.6,3652.6,4892.6,6826.6,N/A,3400.6,5692.6
