task_type,deepseek-r1:8b,gemma3:4b,google--gemma-2b-it:4bit,google--gemma-2b-it:8bit,microsoft--phi-3-mini-4k-instruct:4bit,microsoft--phi-3-mini-4k-instruct:8bit,qwen--qwen2.5-3b-instruct:4bit,qwen--qwen2.5-3b-instruct:8bit,qwen--qwen2.5-7b-instruct:4bit,qwen--qwen2.5-7b-instruct:8bit,qwen3:4b,qwen3:8b
code,86.95563650200636,57.824228911185436,33.912552863921974,36.87037606755523,38.646596623408286,34.57507519691846,37.818945411697634,37.36155743435769,57.501449446657816,75.17084928345132,77.73668831168831,86.59110395141948
creative,86.89406185867271,54.165205766100904,39.196997929606624,37.623056151640796,37.67949909024816,37.79427545925036,37.686895890856746,37.66968128822669,54.685484877867225,74.4132581100141,77.85774774774775,86.57675117095546
math,85.44165184183686,62.5923081232493,32.66626362143604,31.203437334743523,40.30764099810809,36.75830701335783,38.43829997149642,37.865445391539126,54.88617827208253,,77.97123809523809,85.5966982139045
multi_turn,84.39512677095004,51.93237274906494,38.787794848513066,38.25457660298828,38.01395977304813,38.74520557064308,37.64730157104246,37.66063280475295,54.711594349278016,,79.79369132826885,83.54028805829222
qa,80.1047201047201,63.84778325123152,38.15333868207104,38.0141432748538,38.71382725105447,38.937165747237074,36.04339005710348,38.21211872423573,55.42928182566958,,69.27426264937706,77.83498393498394
reasoning,86.06746085161754,55.98674418604651,41.85198477992596,36.1050505050505,38.3045634006193,38.814962943799614,37.03995851816268,38.09217014536085,53.43028574101311,,77.74954351395732,86.67794539718685
summary,81.71527548019483,39.76041958041958,39.4421052631579,27.7625,37.60788697788698,37.32446200607903,36.10411393353565,37.28544409240193,55.79459352669189,,73.3691045796309,82.04236857825568
translation,80.21283638477186,58.11042692939245,34.422262922262924,35.6748778138919,38.944084860037414,38.94508320413006,36.85824905033239,38.35190054401146,54.140747377341484,,73.19666666666667,83.44744744744744
