model,quality
deepseek_8b_ol_q4km,0.7255444011239909
gemma_2b_hf_4bit,-1.1043050681768785
gemma_2b_hf_8bit,-1.019935880067269
gemma_4b_ol_q4km,0.36432310480969876
phi3_4b_hf_4bit,-0.4391826193991572
phi3_4b_hf_8bit,-0.5603408297877388
qwen25_3b_hf_4bit,1.0215198483291554
qwen25_3b_hf_8bit,0.6065902888028696
qwen25_7b_hf_4bit,0.6893365043401447
qwen_4b_ol_q4km,-0.04330047700735408
qwen_8b_ol_q4km,-0.2402492729674613
