model,quality
deepseek_8b_ol_q4km,1.5376814330971151
gemma_2b_hf_4bit,-2.0733832748737187
gemma_2b_hf_8bit,-2.3680959162433592
gemma_4b_ol_q4km,-0.04335439447553632
phi3_4b_hf_4bit,0.4229836534743062
phi3_4b_hf_8bit,0.4324915488018032
qwen25_3b_hf_4bit,-0.19057170567300089
qwen25_3b_hf_8bit,0.29273470181541605
qwen25_7b_hf_4bit,-0.0760238386093882
qwen_4b_ol_q4km,1.0089181384069337
qwen_8b_ol_q4km,1.0566196542794315
